"FileName";"FileSize";"FileModifyDate";"FileAccessDate";"FileInodeChangeDate";"FilePermissions";"FileType";"FileTypeExtension";"GPSLatitudeRef";"GPSLongitudeRef";"GPSLatitude";"GPSLongitude";"GPSPosition";"Megapixels"
"20210719_104747.jpg";"2242936";"2021:09:21 08:59:22+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4046524997222";"11,3169378997222";"49.4046524997222 11.3169378997222";"12"
"20210719_104814.jpg";"4410888";"2021:09:21 08:59:24+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4046524997222";"11,3169378997222";"49.4046524997222 11.3169378997222";"12"
"20210719_104910.jpg";"3384796";"2021:09:21 08:59:26+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";;;;;;"12"
"20210719_104920.jpg";"5943600";"2021:09:21 08:59:28+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4046524997222";"11,3169378997222";"49.4046524997222 11.3169378997222";"12"
"20210719_105155.jpg";"5543352";"2021:09:21 08:59:28+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";;;;;;"12"
"20210719_105216.jpg";"3126118";"2021:09:21 08:59:30+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4049365997222";"11,3164513000000";"49.4049365997222 11.3164513";"12"
"20210719_105833.jpg";"2587574";"2021:09:21 08:59:30+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";;;;;;"12"
"20210719_110155.jpg";"2970437";"2021:09:21 08:59:30+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";;;;;;"12"
"20210719_110217.jpg";"2238342";"2021:09:21 08:59:32+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";;;;;;"12"
"20210719_110339.jpg";"2362167";"2021:09:21 08:59:32+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";;;;;;"12"
"20210719_110438.jpg";"5593596";"2021:09:21 08:59:34+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4047364997222";"11,3174227997222";"49.4047364997222 11.3174227997222";"12"
"20210719_110503.jpg";"5274386";"2021:09:21 08:59:36+02:00";"2021:09:28 18:25:41+02:00";"2021:09:26 00:07:31+02:00";"100744";"JPEG";"JPG";"N";"E";"49,4045983997222";"11,3175570000000";"49.4045983997222 11.317557";"12"
